run_name,vocab_size,sparse_emission,cache,trained_joint_kl,control_joint_kl,trained_block_kl,control_block_kl,trained_perproc_kl_mean,control_perproc_kl_mean,cross_map_p0_avg_cos2,cross_map_block_avg_cos2
vocab3_dense,3,0,final_ln,1.4667752981185913,1.4265304803848267,0.01869482547044754,0.016188425943255424,0.0020662580500356853,0.002037514030234888,0.0691918231548851,0.05963817968626191
vocab3_dense,3,0,layer1,1.3613178730010986,1.4008408784866333,0.018373334780335426,0.016247740015387535,0.002026615858388444,0.0019943289710984877,0.018943215287015692,0.012701962859723099
vocab5_dense,5,0,final_ln,1.4154809713363647,1.5098552703857422,0.030310742557048798,0.01907026767730713,0.002197805636872848,0.0020992663921788335,0.03974924987467263,0.02259494802065326
vocab5_dense,5,0,layer1,1.471142053604126,1.4429970979690552,0.024986518546938896,0.02347634546458721,0.002084560110233724,0.002054935864483317,0.05980972208634762,0.03820268458092738
vocab7_sparse_state,7,1,final_ln,1.969672441482544,1.7314512729644775,0.03939702361822128,0.06819798052310944,0.004038150577495496,0.003724889441703757,0.03091909139999718,0.007051967395302501
vocab7_sparse_state,7,1,layer1,1.9775816202163696,1.7164480686187744,0.06401324272155762,0.080923892557621,0.0034482448051373162,0.003330361796543002,0.07964943997968885,0.011873738414788655
